date,VULC3,ISAE4,BBDC3,FLRY3,POMO4,ITSA3,BBAS3,CMIG4,TAEE3,UNIP6
2016-08-16,1.59701931477,7.26185798645,8.55120182037,10.667509079,1.54784977436,2.91872382164,6.142786026,1.84699964523,4.06546640396,1.17329072952
2016-08-17,1.57966017723,7.3984618187,8.60271549225,10.7642192841,1.50412487984,2.95310378075,6.17534685135,1.81602287292,4.06546640396,1.18443012238
2016-08-18,1.53337037563,7.20284748077,8.59413528442,11.151061058,1.53473246098,2.95654082298,6.16720342636,1.78698205948,4.14247608185,1.17329072952
2016-08-19,1.44657576084,7.19082546234,8.53117179871,10.9664316177,1.53473246098,2.95310378075,6.29472446442,1.81989502907,4.14247608185,1.18814229965
2016-08-22,1.35978114605,6.97116756439,8.31080818176,10.9312648773,1.50412487984,2.87059569359,6.05324697495,1.74245250225,4.14247608185,1.18999910355
2016-08-23,1.73589062691,6.99411678314,8.19347381592,10.8433465958,1.5522223711,2.88434672356,6.16518068314,1.74438881874,4.14247608185,1.18999910355
2016-08-24,1.62016427517,7.00067234039,8.18489074707,10.825761795,1.47351861,2.87059569359,6.10238361359,1.7076035738,4.14247608185,1.2215590477
2016-08-25,1.59701931477,7.23453807831,8.19919586182,10.9166135788,1.41667592525,2.85684418678,6.12695550919,1.71534776688,4.14247608185,1.23826754093
2016-08-26,1.52179729939,7.34272956848,8.22495174408,10.992811203,1.43416619301,2.87747073174,6.25255489349,1.7076035738,4.14247608185,1.26054501534
2016-08-29,1.51022517681,7.5077457428,8.4453163147,11.0103883743,1.43853855133,2.8946595192,6.50375127792,1.74245250225,4.14247608185,1.28467917442
2016-08-30,1.45814800262,7.46403312683,8.47393894196,11.2038125992,1.42542123795,2.91184806824,6.47917747498,1.72696423531,4.14247608185,1.28096616268
2016-08-31,1.48129355907,7.34382295609,8.32797527313,11.2038125992,1.40793097019,2.86715698242,6.3371963501,1.69405090809,4.14247608185,1.28096616268
2016-09-01,1.52179729939,7.40392780304,8.34801101685,10.9635028839,1.42542123795,2.91020774841,6.24163484573,1.76568555832,4.14247608185,1.28096616268
2016-09-02,1.54494297504,7.42578315735,8.57917404175,11.1364116669,1.42542123795,2.92053961754,6.47644710541,1.85667979717,4.14247608185,1.25868856907
2016-09-05,1.50443851948,7.41267251968,8.62785243988,11.4265422821,1.39918649197,2.89643192291,6.41364908218,1.86635994911,4.14247608185,1.23084127903
2016-09-06,1.46972084045,7.59189414978,8.68226242065,11.716676712,1.42979359627,2.94809150696,6.55835771561,1.88378500938,4.14247608185,1.22898495197
2016-09-08,1.41764390469,7.44217824936,8.67653083801,11.6053113937,1.41230332851,2.91020774841,6.58839082718,1.85474407673,4.14247608185,1.27725350857
2016-09-09,1.36556768417,7.19847726822,8.21836566925,11.6873664856,1.37295198441,2.77588963509,6.23617315292,1.71728396416,4.14247608185,1.25126290321
2016-09-12,1.35978114605,7.26950740814,8.22695922852,11.6785774231,1.35983383656,2.85510182381,6.26621055603,1.72115576267,4.14247608185,1.22712862492
2016-09-13,1.27298653126,7.20394182205,7.96064853668,11.6639251709,1.39044141769,2.81721973419,6.04290056229,1.62241697311,4.14247608185,1.23455417156
2016-09-14,1.33663570881,7.24327945709,7.95491743088,11.6287527084,1.33797192574,2.79999804497,6.02093648911,1.63209688663,4.14247608185,1.25311911106
2016-09-15,1.33084928989,7.21268320084,8.06087207794,11.0484905243,1.35983383656,2.86199140549,6.12526512146,1.65532982349,4.14247608185,1.25311911106
2016-09-16,1.3019182682,7.16350507736,7.84610319138,11.0953807831,1.35108911991,2.76211357117,6.02093648911,1.62048089504,4.14247608185,1.23084127903
2016-09-19,1.27298653126,7.08372735977,7.92915153503,11.0484905243,1.36420619488,2.79655432701,6.04290056229,1.64371347427,4.14247608185,1.22527229786
2016-09-20,1.24984133244,7.10339689255,8.04369258881,10.9312648773,1.36857867241,2.79655432701,6.20763254166,1.67081880569,4.14247608185,1.22712862492
2016-09-21,1.29034554958,7.16459655762,8.17827510834,11.2829437256,1.3467168808,2.85510182381,6.40805387497,1.70373141766,4.14247608185,1.24197995663
2016-09-22,1.24984133244,7.23453807831,8.23268604279,11.576002121,1.39481377602,2.87920975685,6.43825626373,1.7598773241,4.14247608185,1.24197995663
2016-09-23,1.27298653126,7.16459655762,8.23268604279,11.2829437256,1.42104899883,2.85510182381,6.30098295212,1.7250276804,4.14247608185,1.27354037762
2016-09-26,1.28455889225,7.23016881943,8.17254734039,11.2301874161,1.39918649197,2.82755088806,6.22959518433,1.7192196846,4.14247608185,1.27168393135
2016-09-27,1.26141369343,7.22798204422,8.20977306366,11.3796520233,1.39044141769,2.82755088806,6.28176164627,1.7192196846,4.14247608185,1.25868856907
2016-09-28,1.28455889225,7.40501928329,8.25845718384,11.576002121,1.36857867241,2.90331888199,6.39981794357,1.74245250225,4.14247608185,1.26240158081
2016-09-29,1.29613173008,7.27825069427,8.1066904068,11.3239707947,1.39918649197,2.81377482414,6.2131228447,1.69985997677,4.14247608185,1.26054501534
2016-09-30,1.27298653126,7.21268320084,8.11814212799,11.2389802933,1.36857867241,2.84477090836,6.25979661942,1.66113817692,4.14247608185,1.26240158081
2016-10-03,1.22090935707,7.18317747116,8.30258274078,11.5173950195,1.41230332851,2.8585486412,6.40805387497,1.70373141766,4.14247608185,1.23826754093
2016-10-04,1.26141369343,7.21923923492,8.39242839813,11.5173950195,1.49100804329,2.77244544029,6.42452859879,1.67469036579,4.14247608185,1.24940609932
2016-10-05,1.19197845459,7.19410181046,8.51817035675,11.2126064301,1.53036022186,2.81033086777,6.57003879547,1.72889995575,4.14247608185,1.23269844055
2016-10-06,1.23826885223,7.20612668991,8.55618286133,11.5203227997,1.53036022186,2.85165977478,6.77595758438,1.70179545879,4.14247608185,1.23269844055
2016-10-07,1.26141369343,7.23672485352,8.68777275085,11.31224823,1.49100804329,2.8585486412,6.94068861008,1.71728396416,4.14247608185,1.22898495197
