date,value
2020-12-31,5.1964
2021-01-04,5.1623
2021-01-05,5.3266
2021-01-06,5.3179
2021-01-07,5.343
2021-01-08,5.368
2021-01-11,5.4963
2021-01-12,5.4634
2021-01-13,5.3067
2021-01-14,5.2614
2021-01-15,5.2711
2021-01-18,5.2785
2021-01-19,5.2942
2021-01-20,5.303
2021-01-21,5.3163
2021-01-22,5.4298
2021-01-25,5.50815
2021-01-26,5.3862
2021-01-27,5.3821
2021-01-28,5.4279
2021-01-29,5.4756
2021-02-01,5.4605
2021-02-02,5.3872
2021-02-03,5.342
2021-02-04,5.3907
2021-02-05,5.3881
2021-02-08,5.3667
2021-02-09,5.4213
2021-02-10,5.4021
2021-02-11,5.3623
2021-02-12,5.3812
2021-02-17,5.4135
2021-02-18,5.4235
2021-02-19,5.3921
2021-02-22,5.5041
2021-02-23,5.4487
2021-02-24,5.4179
2021-02-25,5.4597
2021-02-26,5.5299
2021-03-01,5.5829
2021-03-02,5.6841
2021-03-03,5.7339
2021-03-04,5.6005
2021-03-05,5.6867
2021-03-08,5.734
2021-03-09,5.8394
2021-03-10,5.7446
2021-03-11,5.5887
2021-03-12,5.5637
2021-03-15,5.6293
2021-03-16,5.5848
2021-03-17,5.6576
2021-03-18,5.5471
2021-03-19,5.5079
2021-03-22,5.5266
2021-03-23,5.4948
2021-03-24,5.5327
2021-03-25,5.6582
2021-03-26,5.7039
2021-03-29,5.7922
