date,VULC3,BBDC3,ISAE4,POMO3,UNIP6,TAEE11,LAVV3,ITSA4,RDOR3,VIVA3
2021-02-19,4.58275270462,12.0169219971,16.0120868683,1.17114377022,23.7997627258,18.8321647644,4.19325113297,5.15255355835,60.7456474304,23.3242855072
2021-02-22,4.44388055801,11.3324451447,15.4866857529,1.15255439281,22.983745575,18.408706665,4.07202768326,4.91628932953,59.0319213867,23.4324359894
2021-02-23,4.46702623367,11.851319313,16.4349765778,1.17579126358,23.4157524109,18.4204692841,4.07753801346,5.28827762604,60.3130455017,23.3152751923
2021-02-24,4.58275270462,11.7740411758,16.7809753418,1.20367586613,23.5117511749,18.4851646423,3.97835326195,5.23800897598,60.5043907166,23.0358867645
2021-02-25,4.48438453674,11.4704427719,16.5246810913,1.18043899536,23.952495575,18.1263999939,4.13263988495,5.08217763901,58.9320869446,21.9453811646
2021-02-26,4.33972787857,11.3655595779,15.8078098297,1.1246701479,24.7815990448,18.0911140442,3.9673333168,5.00174665451,57.4845733643,21.404630661
2021-03-01,4.15456533432,10.9957284927,15.556470871,1.11072826385,23.5815734863,17.8852672577,3.69182419777,4.84559869766,58.4163093567,21.4947547913
2021-03-02,4.17192411423,11.1875753403,15.6887540817,1.10608065128,24.08776474,17.9264373779,3.7414162159,4.98663473129,57.5927352905,21.4136428833
2021-03-03,4.17771148682,11.4140892029,15.7681245804,1.13861227036,23.1932029724,17.9381999969,3.67529392242,5.03196811676,56.611076355,20.1879463196
2021-03-04,4.26450634003,11.7952928543,16.2377338409,1.1246701479,22.9270153046,19.0380153656,3.77998757362,5.1427822113,56.5029258728,19.7823810577
2021-03-05,4.42652177811,12.4416913986,16.2178916931,1.15720176697,23.8652191162,19.0144901276,3.84610962868,5.22337436676,55.3049850464,21.7380924225
2021-03-08,4.20664215088,11.9610357285,15.6887540817,1.12931787968,22.625919342,18.6557254791,3.66978311539,5.01685714722,51.7111587524,20.7286968231
2021-03-09,4.1603512764,11.9776077271,16.0922203064,1.10608065128,22.7961025238,19.3144397736,3.57060003281,5.06219005585,50.6629676819,20.6475811005
2021-03-10,4.28765010834,12.1599273682,15.9533224106,1.13396477699,22.8048305511,19.5320491791,3.7138645649,5.20115089417,49.9142532349,20.818819046
2021-03-11,4.28765010834,12.4030170441,15.9268665314,1.14790737629,23.1582870483,19.4908828735,3.70835518837,5.18601703644,52.4099617004,21.4947547913
2021-03-12,4.33972787857,12.2262296677,15.9400920868,1.1664968729,23.2237472534,19.4320659637,3.77447676659,5.14565849304,51.9940032959,21.3325328827
2021-03-15,4.32815504074,12.3477668762,16.4163131714,1.17114377022,24.3059558868,19.8790531158,3.87916970253,5.16079425812,53.2252349854,21.855255127
2021-03-16,4.33394050598,12.1267805099,16.6676464081,1.1664968729,25.7459850311,20.184885025,3.80202841759,5.0851225853,54.2151947021,21.1703033447
2021-03-17,4.4091629982,12.5577077866,16.5882778168,1.18973338604,26.1823558807,20.9906291962,4.10508823395,5.23142051697,52.9756546021,21.3145065308
2021-03-18,4.32815504074,12.7897481918,16.5353622437,1.16184926033,26.0819892883,20.6789226532,4.03345584869,5.28186750412,52.0106468201,20.9900588989
2021-03-19,4.38601922989,12.8726215363,16.4626083374,1.18508636951,27.1860122681,21.0788536072,4.22080230713,5.26673316956,53.0422096252,21.125246048
2021-03-22,4.32236862183,12.8173656464,16.3700122833,1.17579126358,28.2987632751,21.0553302765,4.25386381149,5.30709028244,52.5264320374,22.2067394257
2021-03-23,4.27029132843,12.6903038025,16.4163131714,1.18508636951,28.1765804291,21.2494163513,4.30345487595,5.17592954636,51.7028465271,22.0895805359
2021-03-24,4.15456533432,12.4914083481,15.9863929749,1.1664968729,28.8224124908,21.0141601562,4.28692340851,5.06998729706,50.4133872986,21.548828125
2021-03-25,4.22399997711,12.7455472946,16.2245044708,1.1664968729,28.8747787476,21.0435638428,4.30345487595,5.17592954636,51.9940032959,21.909330368
2021-03-26,4.24136066437,12.8505144119,16.9256019592,1.17114377022,28.9140415192,21.2317676544,4.24284315109,5.23611354828,51.4116744995,21.3595695496
2021-03-29,4.07934379578,12.944437027,17.3753604889,1.15720176697,30.624622345,22.5668430328,4.07202768326,5.2158946991,51.0289993286,20.3681964874
2021-03-30,4.18349599838,13.2482967377,17.3952045441,1.18973338604,30.3409900665,23.0491142273,4.16019058228,5.29170894623,52.4016494751,22.2337799072
