point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
2385,0.19,0.27,0.14,0.32,0.08,0.6534728679074402,0.18244900095085126,0.07907600514812163,-0.045688780890089986,3.9932998297712277,0.23740000000000003,True
2386,0.35,0.09,0.22,0.19,0.15,0.93791709885011,0.2466844742160681,0.13314696552372465,-0.0919679245544821,2.682288150037912,0.23759999999999998,True
2387,0.35,0.09,0.19,0.22,0.15,0.9257889100423837,0.24407888898772034,0.1307430899448947,-0.08819492521290195,2.7674935762858865,0.23759999999999998,True
2388,0.35,0.1,0.21,0.21,0.13,0.8935040431111041,0.23708914815648963,0.12408284702581539,-0.0837970311075984,2.8293263499044334,0.23759999999999998,True
2389,0.29,0.09,0.27,0.25,0.1,0.836339450234485,0.22451540186211738,0.10953801634732468,-0.08045389635057043,2.79060943032283,0.2376,True
2390,0.29,0.09,0.25,0.27,0.1,0.8282468643289385,0.2227143865246839,0.10753877431066287,-0.07597933551099567,2.9312494644343507,0.2376,True
2391,0.29,0.1,0.27,0.25,0.09,0.8144505728713656,0.2196317098016456,0.10573418934462572,-0.07653210048119563,2.8697985344804477,0.2376,True
2392,0.29,0.1,0.25,0.27,0.09,0.8063425316568442,0.217812732501806,0.1037049851354083,-0.07201574538804201,3.024515421289705,0.2376,True
2393,0.36,0.11,0.18,0.21,0.14,0.9018922172420627,0.23891279858466552,0.1272940571615098,-0.08406340812644897,2.8420546336319203,0.23779999999999998,True
2394,0.35,0.1,0.22,0.2,0.13,0.8975688569787392,0.2379735396350502,0.12491908527791604,-0.08507583202200109,2.7971932096239613,0.23779999999999998,True
2395,0.35,0.1,0.2,0.22,0.13,0.8894375687519454,0.23620312788074904,0.12326350102546481,-0.08251459744295742,2.8625617187799643,0.23779999999999998,True
2396,0.3,0.08,0.3,0.17,0.15,0.9492151380368083,0.2491019489121462,0.13453016272260032,-0.10530696767606162,2.3654840169590416,0.2378,True
2397,0.37,0.14,0.19,0.14,0.16,0.9391355775932986,0.24694564703339372,0.1382015180073393,-0.09244334213876082,2.671318899988701,0.2378,True
2398,0.29,0.08,0.26,0.26,0.11,0.854094541277648,0.2284483592696842,0.11247610748349286,-0.08210960043262394,2.782236889060742,0.2378,True
2399,0.32,0.1,0.23,0.25,0.1,0.8308729527509358,0.22329940738605103,0.10973646335291701,-0.07335377068930993,3.044143542829396,0.2378,True
2400,0.29,0.11,0.26,0.26,0.08,0.7884087392111345,0.213769998036492,0.10104281465058684,-0.07028059228842809,3.0416647196026814,0.2378,True
2401,0.37,0.13,0.19,0.15,0.16,0.942066113466083,0.24757334018133403,0.1380495293151106,-0.09260394275881012,2.673464355898394,0.238,True
2402,0.29,0.08,0.27,0.25,0.11,0.8581318597102807,0.22933916439573898,0.11346831183180091,-0.08432318090957347,2.7197641493349,0.238,True
2403,0.29,0.08,0.25,0.27,0.11,0.850055642204723,0.22755591037691558,0.11150013962319959,-0.07988970327145406,2.848375961589347,0.238,True
2404,0.29,0.11,0.25,0.27,0.08,0.7843467201850103,0.21285056443385786,0.10002295428634593,-0.06799783887681932,3.1302548426494083,0.238,True
2405,0.31,0.08,0.29,0.17,0.15,0.9499953013222511,0.24926853753976586,0.13464084827267495,-0.10350544830792208,2.4082648944064076,0.23800000000000002,True
2406,0.29,0.08,0.31,0.17,0.15,0.9484209455560912,0.24893231895546886,0.13446677769756107,-0.10772455179904983,2.3108225079444193,0.23800000000000002,True
2407,0.32,0.09,0.23,0.25,0.11,0.8528035292900558,0.2281632339313051,0.1135788765702091,-0.07704042748841644,2.961603944443468,0.23800000000000002,True
2408,0.36,0.1,0.19,0.2,0.15,0.9275689164306189,0.24446198417598208,0.13212359996995499,-0.0888889756498199,2.750194637623517,0.2382,True
2409,0.3,0.09,0.26,0.25,0.1,0.8368358917972993,0.2246257131501983,0.1098054813447339,-0.07871106156923557,2.853801088079771,0.2382,True
2410,0.3,0.09,0.25,0.26,0.1,0.8327796091143236,0.22372380793891233,0.1088242872694207,-0.07647285007529203,2.9255324957634383,0.2382,True
2411,0.3,0.1,0.26,0.25,0.09,0.8148972436262909,0.21973175934625377,0.10603337977483653,-0.0747745390693011,2.938590622974034,0.2382,True
2412,0.3,0.1,0.25,0.26,0.09,0.8108332273953518,0.21882085687524433,0.10503843244228228,-0.07251541760425295,3.0175770078225503,0.2382,True
2413,0.35,0.09,0.21,0.21,0.14,0.9152090334634175,0.24179698895959545,0.1280991876612226,-0.08736014874508358,2.7678179631442443,0.23839999999999997,True
2414,0.32,0.08,0.24,0.24,0.12,0.8786915506060335,0.23385560523359228,0.11843818957529709,-0.08271573524440723,2.827220293002283,0.2384,True
2415,0.34,0.08,0.22,0.22,0.14,0.9174909141557099,0.24228986147962472,0.12754573625715998,-0.08793151956451628,2.7554381259367875,0.23840000000000003,True
2416,0.36,0.1,0.18,0.21,0.15,0.9235180503351281,0.24358980886075998,0.13136058541084672,-0.08762421803656384,2.7799370347489414,0.23859999999999998,True
2417,0.35,0.09,0.22,0.2,0.14,0.9192644023361536,0.242672654257017,0.12892589728452475,-0.08862547001971166,2.738181859041683,0.23859999999999998,True
2418,0.35,0.09,0.2,0.22,0.14,0.9111519620923345,0.24091971812982282,0.12728888424758678,-0.08609125687709185,2.798422590969624,0.23859999999999998,True
