run_id,seed,tickers,fitness,hhi,score_median,score_mean,score_std,sectors,generations_run,converged_early
66,108,"['AZZA3', 'CEAB3', 'KLBN11', 'LAVV3', 'RECV3', 'SANB11', 'SLCE3', 'STBP3', 'TIMS3', 'UNIP6', 'USIM5']",3.672843326132968,0.19008264462809915,0.13097109185659891,0.18007210125050183,0.25060812693568896,"{'Materiais Básicos': 3, 'Consumo Cíclico': 3, 'Bens Industriais': 1, 'Petróleo, Gás e Biocombustíveis': 1, 'Consumo não Cíclico': 1, 'Comunicações': 1, 'Financeiro e Outros': 1}",72,True
67,109,"['ALUP11', 'ASAI3', 'BBDC4', 'CSMG3', 'FRAS3', 'ISAE4', 'KLBN4', 'RDOR3', 'UNIP6', 'VULC3', 'YDUQ3']",3.6646535253320796,0.17355371900826444,0.09135454249404981,0.2394557853944855,0.3610315008374815,"{'Utilidade Pública': 3, 'Consumo Cíclico': 2, 'Materiais Básicos': 2, 'Financeiro e Outros': 1, 'Saúde': 1, 'Bens Industriais': 1, 'Consumo não Cíclico': 1}",108,True
68,110,"['COGN3', 'CPLE3', 'CPLE6', 'CURY3', 'GRND3', 'ISAE4', 'MOVI3', 'ODPV3', 'TAEE3', 'TOTS3', 'UNIP3']",3.9147546880607287,0.28925619834710736,0.19084478544093403,0.18698935956952162,0.3376302716431332,"{'Utilidade Pública': 4, 'Consumo Cíclico': 4, 'Materiais Básicos': 1, 'Saúde': 1, 'Tecnologia da Informação': 1}",91,True
69,111,"['ABEV3', 'AESB3', 'AZZA3', 'BBDC4', 'CMIN3', 'EQTL3', 'ITUB3', 'MOTV3', 'RAIZ4', 'SULA11', 'VULC3']",3.730448173199229,0.17355371900826444,0.005645833327403538,0.14856881528275262,0.33224823104343115,"{'Financeiro e Outros': 3, 'Consumo Cíclico': 2, 'Utilidade Pública': 2, 'Consumo não Cíclico': 1, 'Bens Industriais': 1, 'Materiais Básicos': 1, 'Petróleo, Gás e Biocombustíveis': 1}",66,True
70,112,"['IGTI11', 'INTB3', 'ITSA3', 'LAVV3', 'RAIZ4', 'SAPR4', 'SHUL4', 'SULA11', 'TAEE3', 'VIVT3', 'VULC3']",4.306885169390968,0.17355371900826444,0.23823770955542933,0.3027411755781947,0.25086185253870147,"{'Financeiro e Outros': 3, 'Consumo Cíclico': 2, 'Utilidade Pública': 2, 'Bens Industriais': 1, 'Comunicações': 1, 'Tecnologia da Informação': 1, 'Petróleo, Gás e Biocombustíveis': 1}",117,True
71,113,"['BBDC3', 'BRKM5', 'CMIG4', 'CMIN3', 'GMAT3', 'PETR4', 'PRIO3', 'SANB11', 'SAPR11', 'TAEE3', 'VIVT3']",3.774921038894184,0.19008264462809915,0.1999999999999999,0.19073017026253072,0.27891851047681576,"{'Utilidade Pública': 3, 'Financeiro e Outros': 2, 'Petróleo, Gás e Biocombustíveis': 2, 'Materiais Básicos': 2, 'Consumo não Cíclico': 1, 'Comunicações': 1}",53,True
72,114,"['BBAS3', 'CPLE6', 'FRAS3', 'LAVV3', 'ODPV3', 'PGMN3', 'RDOR3', 'SANB4', 'SULA11', 'VALE3', 'VIVT3']",3.789627687715436,0.19008264462809915,0.12308294815710188,0.0792994952451157,0.25801635465230877,"{'Financeiro e Outros': 3, 'Saúde': 3, 'Consumo Cíclico': 1, 'Comunicações': 1, 'Bens Industriais': 1, 'Materiais Básicos': 1, 'Utilidade Pública': 1}",91,True
73,115,"['AESB3', 'BEEF3', 'CPLE3', 'CSMG3', 'CURY3', 'CYRE3', 'ENGI11', 'KLBN3', 'MBRF3', 'MULT3', 'SHUL4']",3.8062953679872944,0.2231404958677686,0.12473996096703223,0.0693704865204475,0.19613881176333883,"{'Utilidade Pública': 4, 'Consumo Cíclico': 2, 'Consumo não Cíclico': 2, 'Bens Industriais': 1, 'Materiais Básicos': 1, 'Financeiro e Outros': 1}",110,True
74,116,"['BMEB4', 'BRAV3', 'CBAV3', 'DXCO3', 'INTB3', 'PORT3', 'SAPR11', 'SLCE3', 'TTEN3', 'VBBR3', 'VULC3']",3.9142014617759084,0.14049586776859505,0.08390777706335417,0.062222251954206886,0.34732711301797853,"{'Consumo não Cíclico': 2, 'Petróleo, Gás e Biocombustíveis': 2, 'Materiais Básicos': 2, 'Consumo Cíclico': 1, 'Utilidade Pública': 1, 'Tecnologia da Informação': 1, 'Bens Industriais': 1, 'Financeiro e Outros': 1}",90,True
75,117,"['ALUP11', 'BBDC3', 'DIRR3', 'GOAU4', 'MGLU3', 'MILS3', 'POMO3', 'POMO4', 'RAIL3', 'SIMH3', 'VBBR3']",3.448978840060016,0.2231404958677686,0.21785262161505853,0.13633596639248513,0.36759674585503166,"{'Bens Industriais': 4, 'Financeiro e Outros': 2, 'Consumo Cíclico': 2, 'Utilidade Pública': 1, 'Materiais Básicos': 1, 'Petróleo, Gás e Biocombustíveis': 1}",53,True
76,118,"['BPAC11', 'CMIG3', 'EQTL3', 'GRND3', 'ODPV3', 'SANB11', 'SHUL4', 'SUZB3', 'TIMS3', 'TTEN3', 'UNIP3']",3.7387407474120593,0.14049586776859505,0.14483386892687175,0.11624958473988627,0.22669929790337012,"{'Materiais Básicos': 2, 'Utilidade Pública': 2, 'Financeiro e Outros': 2, 'Consumo Cíclico': 1, 'Bens Industriais': 1, 'Saúde': 1, 'Consumo não Cíclico': 1, 'Comunicações': 1}",109,True
77,119,"['BBAS3', 'BBDC4', 'CEAB3', 'CSNA3', 'FLRY3', 'GUAR3', 'RDOR3', 'RENT3', 'SBSP3', 'VALE3', 'VULC3']",3.997695816213586,0.2396694214876033,0.1780040050248058,0.16175901943142942,0.34337929699055303,"{'Consumo Cíclico': 4, 'Financeiro e Outros': 2, 'Saúde': 2, 'Materiais Básicos': 2, 'Utilidade Pública': 1}",87,True
78,120,"['BBDC3', 'CSNA3', 'KLBN11', 'KLBN3', 'LAVV3', 'POMO3', 'SANB4', 'SBFG3', 'TOTS3', 'TTEN3', 'UGPA3']",3.917307612054242,0.17355371900826444,0.09378314217294939,0.17588316780448107,0.2711864121728782,"{'Materiais Básicos': 3, 'Financeiro e Outros': 2, 'Consumo Cíclico': 2, 'Bens Industriais': 1, 'Consumo não Cíclico': 1, 'Tecnologia da Informação': 1, 'Petróleo, Gás e Biocombustíveis': 1}",90,True
79,121,"['BBDC4', 'CMIN3', 'CPFE3', 'EGIE3', 'KLBN3', 'MGLU3', 'MILS3', 'POMO4', 'PORT3', 'RAIZ4', 'RECV3']",3.7896290305527294,0.19008264462809915,0.037039147018624055,0.12215303270196579,0.287211363176086,"{'Bens Industriais': 3, 'Petróleo, Gás e Biocombustíveis': 2, 'Materiais Básicos': 2, 'Utilidade Pública': 2, 'Financeiro e Outros': 1, 'Consumo Cíclico': 1}",54,True
80,122,"['ABEV3', 'BBDC3', 'ECOR3', 'EZTC3', 'GRND3', 'GUAR3', 'POMO3', 'PSSA3', 'SOMA3', 'TAEE11', 'VIVT3']",3.8271456634958376,0.2231404958677686,0.22621533072605624,0.2315167989396838,0.2647040426335927,"{'Consumo Cíclico': 4, 'Financeiro e Outros': 2, 'Bens Industriais': 2, 'Utilidade Pública': 1, 'Comunicações': 1, 'Consumo não Cíclico': 1}",136,True
81,123,"['BPAC11', 'CBAV3', 'LAVV3', 'MILS3', 'PETR4', 'SANB11', 'SIMH3', 'SUZB3', 'UNIP6', 'VULC3', 'WEGE3']",4.070289638681531,0.22314049586776857,0.21785262161505853,0.24070552568536163,0.31323876481851864,"{'Materiais Básicos': 3, 'Financeiro e Outros': 3, 'Consumo Cíclico': 2, 'Bens Industriais': 2, 'Petróleo, Gás e Biocombustíveis': 1}",88,True
82,124,"['BBDC3', 'CMIN3', 'CPLE6', 'GRND3', 'ITSA4', 'LAVV3', 'PSSA3', 'STBP3', 'UNIP3', 'VIVA3', 'WEGE3']",3.4535447337451592,0.22314049586776857,0.3249516516011878,0.25831618855036953,0.3107413261154557,"{'Financeiro e Outros': 3, 'Consumo Cíclico': 3, 'Materiais Básicos': 2, 'Bens Industriais': 2, 'Utilidade Pública': 1}",55,True
83,125,"['ABCB4', 'ABEV3', 'CURY3', 'DIRR3', 'EZTC3', 'ISAE4', 'KLBN11', 'POMO4', 'PSSA3', 'TAEE4', 'USIM5']",3.8583279706310045,0.19008264462809915,0.2216377234465233,0.25750106168694903,0.2467506546838574,"{'Consumo Cíclico': 3, 'Utilidade Pública': 2, 'Materiais Básicos': 2, 'Financeiro e Outros': 2, 'Bens Industriais': 1, 'Consumo não Cíclico': 1}",81,True
