date,CXSE3,FIQE3,UNIP3,MBRF3,TAEE3,BMOB3,POMO3,JHSF3,PSSA3,LAVV3,SIMH3,AZZA3,PFRM3
2021-09-20,5.63117647171,4.27871274948,41.8059196472,13.7401342392,7.68391752243,14.0438261032,1.11558926105,4.31802272797,19.8478813171,3.57406044006,24.177312851,68.9788284302,3.95115971565
2021-09-21,5.58408212662,4.45562744141,41.1537590027,13.9971418381,7.7851896286,14.1534204483,1.13457798958,4.4150557518,20.0240478516,3.68000054359,25.0714454651,72.1210174561,4.01581478119
2021-09-22,5.75227737427,4.38355112076,41.1634254456,14.142121315,7.84215259552,14.3647842407,1.14881920815,4.43584871292,20.2393608093,3.8026664257,25.4827423096,71.9048843384,4.07328653336
2021-09-23,5.75900363922,4.40975999832,41.6416702271,14.7681713104,7.88645792007,14.732708931,1.17255556583,4.38040113449,20.1688919067,3.74690937996,26.2874641418,73.1102371216,4.08765459061
2021-09-24,5.85319328308,4.19353103638,41.5450553894,14.9329214096,7.81683492661,14.3647842407,1.15831327438,4.35960817337,20.1454048157,3.6744248867,25.8940448761,74.8143234253,4.11639070511
2021-09-27,5.96083784103,4.05593156815,42.0281410217,16.000497818,7.79784631729,14.1690769196,1.16306078434,4.34574508667,20.1258296967,3.62424254417,26.0192222595,72.7694015503,4.12357378006
2021-09-28,5.69845485687,3.97074961662,40.5064277649,16.0400390625,7.83582305908,13.4097394943,1.14407205582,4.20019388199,19.7891616821,3.45139408112,24.838968277,68.6795730591,3.98707938194
2021-09-29,5.60426473618,3.99696016312,41.5837020874,16.6858577728,7.82949399948,13.1592378616,1.14407205582,4.12395429611,19.6443157196,3.42909049988,24.6780281067,68.9954376221,4.02299880981
2021-09-30,5.56389904022,4.1214556694,41.4339447021,16.9099159241,7.65859985352,12.9948453903,1.20103824139,4.10315942764,19.3624477386,3.57406044006,24.4455547333,68.8873748779,4.13794183731
2021-10-01,5.67827033997,4.4949426651,41.4532737732,17.0021781921,7.61429357529,13.2062082291,1.22952163219,4.23484945297,19.4250850677,3.43466687202,25.0356788635,71.2315750122,4.16667795181
2021-10-04,5.4226140976,4.44252204895,40.1199645996,17.0351276398,7.62062311172,12.7208576202,1.18679690361,4.09622812271,19.0610141754,3.30642461777,23.8733081818,66.5847625732,4.09483766556
2021-10-05,5.34860706329,4.65219926834,39.8059501648,17.2855472565,7.55100011826,12.5251512527,1.20103824139,4.04078054428,19.1549663544,3.26739430428,23.4083595276,65.6537475586,4.13075828552
2021-10-06,5.38224697113,4.40320825577,40.0426712036,17.1603355408,7.61429357529,11.9302082062,1.17730236053,3.90909147263,18.4855442047,3.1837580204,23.6050662994,65.6287918091,4.0589184761
2021-10-07,5.22750759125,4.33768415451,39.3518600464,16.9428672791,7.626953125,12.0398025513,1.1535667181,3.83978152275,18.0079421997,3.20048451424,23.6229496002,66.0194854736,4.0589184761
2021-10-08,5.30824136734,4.41631317139,40.3373527527,17.2328281403,7.76620054245,12.2746486664,1.18679690361,4.07543611526,18.4659729004,3.34545373917,24.0521354675,69.9098434448,4.12357378006
2021-10-11,5.44279766083,4.25905561447,39.4822921753,17.3712177277,7.74088096619,11.8832378387,1.19154429436,4.11009120941,17.8200340271,3.32872700691,24.0879020691,69.0037536621,4.12357378006
2021-10-13,5.71863746643,4.095246315,41.3469924927,17.8325176239,7.91810703278,12.0319738388,1.18204951286,4.26257371902,18.1097240448,3.35660600662,24.3561382294,71.4061431885,4.15230941772
2021-10-14,5.81282758713,4.12800788879,40.8156013489,18.2542762756,7.93076467514,12.00066185,1.18204951286,4.24871206284,17.6947631836,3.62424254417,24.3740215302,70.9904937744,4.20259714127
2021-10-15,6.51924705505,4.095246315,41.30834198,17.8918266296,8.01304721832,11.9380369186,1.19154429436,4.25119113922,17.9531364441,3.71345448494,26.1622867584,74.116065979,4.20259714127
2021-10-18,6.66053104401,4.42286586761,42.7527580261,17.4568881989,8.01304721832,11.8910655975,1.21527957916,4.3655090332,18.082321167,3.92533349991,26.2874641418,73.1684188843,4.24570083618
2021-10-19,6.49906349182,4.25905561447,41.4097862244,17.1471576691,7.96241188049,11.1630411148,1.17255556583,4.12258148193,18.3054599762,3.60127568245,24.6064968109,69.2863845825,4.17386102676
2021-10-20,6.45196962357,4.37044668198,41.1585922241,16.962638855,7.96874046326,10.8655700684,1.17730236053,4.108294487,18.5716667175,3.56483745575,23.8911895752,68.6878738403,4.04455089569
2021-10-21,6.14921665192,4.37699842453,40.5740585327,16.6660881042,7.94342470169,9.99663734436,1.13932478428,3.99397706985,18.7282600403,3.35228300095,22.442697525,66.2855072021,3.95115971565
2021-10-22,6.08193826675,4.16076993942,39.1296386719,16.5540599823,7.82949399948,10.3489074707,1.14407205582,3.84393429756,18.6421356201,3.18223953247,21.0836162567,64.9139099121,3.81466460228
2021-10-25,6.32414102554,4.18042707443,42.066783905,16.3563575745,7.93709516525,11.1160726547,1.15831327438,3.9868311882,18.8535251617,3.26726174355,21.620098114,66.8757095337,3.82903289795
2021-10-26,6.06848478317,3.80694031715,42.0474586487,16.2179679871,7.82949399948,10.701177597,1.13932478428,3.7581949234,18.4150791168,3.13365674019,20.2967834473,64.3652648926,3.71409034729
2021-10-27,6.00793361664,3.68899726868,39.6127319336,16.6529083252,7.89911651611,10.654209137,1.13932478428,3.82964515686,18.6186485291,3.14580249786,20.4934883118,64.7310333252,3.71409034729
