date,value
2019-04-16,5814.45996094
2019-04-17,5801.83007812
2019-04-18,5811.12988281
2019-04-22,5817.16015625
2019-04-23,5868.87988281
2019-04-24,5856.02978516
2019-04-25,5853.87011719
2019-04-26,5881.47998047
2019-04-29,5888.04980469
2019-04-30,5893.81005859
2019-05-01,5849.64990234
2019-05-02,5837.45996094
2019-05-03,5894.29980469
2019-05-06,5868.45019531
2019-05-07,5771.58984375
2019-05-08,5762.47998047
2019-05-09,5747.08007812
2019-05-10,5770.43994141
2019-05-13,5631.41015625
2019-05-14,5677.20019531
2019-05-15,5711.49023438
2019-05-16,5763.95019531
2019-05-17,5730.89013672
2019-05-20,5692.29980469
2019-05-21,5740.81005859
2019-05-22,5724.70996094
2019-05-23,5657.10009766
2019-05-24,5665.60009766
2019-05-28,5618.18017578
2019-05-29,5579.50976562
2019-05-30,5591.97021484
2019-05-31,5519.27001953
2019-06-03,5504.04980469
2019-06-04,5622.31005859
2019-06-05,5668.89013672
2019-06-06,5705.22021484
2019-06-07,5765.66015625
2019-06-10,5792.56005859
2019-06-11,5790.83007812
2019-06-12,5779.12011719
2019-06-13,5804.52978516
2019-06-14,5795.95996094
2019-06-17,5801.39990234
2019-06-18,5857.95019531
2019-06-19,5875.45019531
2019-06-20,5931.66015625
2019-06-21,5924.54003906
2019-06-24,5914.29003906
2019-06-25,5858.12988281
2019-06-26,5850.89990234
2019-06-27,5874.14990234
2019-06-28,5908.25
2019-07-01,5953.62988281
2019-07-02,5971.29003906
2019-07-03,5982.89990234
2019-07-05,6008.31005859
2019-07-08,5979.33984375
2019-07-09,5988.47998047
2019-07-10,6015.56005859
2019-07-11,6029.33007812
2019-07-12,6057.77001953
2019-07-15,6058.83007812
2019-07-16,6038.39990234
2019-07-17,5999.04980469
2019-07-18,6021.14990234
2019-07-19,5984.20019531
2019-07-22,6001.27978516
2019-07-23,6042.47998047
2019-07-24,6071.04980469
2019-07-25,6039.12988281
2019-07-26,6083.81982422
2019-07-29,6074.00976562
2019-07-30,6058.95996094
2019-07-31,5993.16992188
2019-08-01,5939.83007812
2019-08-02,5897.10009766
2019-08-05,5721.79980469
2019-08-06,5796.72021484
2019-08-07,5801.31982422
2019-08-08,5911.66015625
2019-08-09,5873.47021484
2019-08-12,5802.14013672
2019-08-13,5890.16015625
2019-08-14,5719.29980469
2019-08-15,5734.49023438
2019-08-16,5818.16992188
2019-08-19,5888.93017578
2019-08-20,5842.75976562
2019-08-21,5891.18994141
2019-08-22,5888.37011719
2019-08-23,5735.62988281
2019-08-26,5799.33984375
2019-08-27,5780.79003906
2019-08-28,5818.83984375
2019-08-29,5893.64990234
2019-08-30,5898.22998047
2019-09-03,5857.95019531
2019-09-04,5921.95996094
2019-09-05,6000.37988281
2019-09-06,6006.06982422
2019-09-09,6005.99023438
2019-09-10,6008.12011719
