TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,LIQUIDEZ MEDIA DIARIA,VPA,LPA,PEG RATIO,VALOR DE MERCADO,SETOR
RAIZ4,0.83,,-0.92,0.47,0.06,4.03,-0.05,-3.89,-78.08,-502.41,-424.33,2.57,0.04,0.57,-0.11,1.33,-51.13,-6.59,-0.66,0.13,0.87,1.69,20.39,,17835325.0,1.76,-0.9,0.0,8592582871.72,"Petróleo, Gás e Biocombustíveis"
RECV3,10.41,8.65,4.93,0.67,0.39,33.99,25.45,18.81,3.64,5.39,1.75,0.32,0.93,4.1,-0.47,2.16,13.59,7.85,9.43,0.58,0.42,0.42,57.21,57.65,40896909.52,15.55,2.11,1.03,3055044831.66,"Petróleo, Gás e Biocombustíveis"
RPMG3,2.09,,-0.09,-0.02,0.01,-14.43,-20.96,-19.19,-0.08,-0.05,0.03,,0.02,-0.05,-0.3,0.76,-22.32,-16.12,24.36,-0.72,1.72,0.84,42.58,,15341.95,-109.81,-24.51,0.0,141475504.61,"Petróleo, Gás e Biocombustíveis"
UGPA3,20.56,8.51,7.72,1.4,0.5,7.15,4.13,2.13,3.97,6.48,2.51,0.88,0.16,3.11,-0.78,1.83,18.14,6.52,11.12,0.36,0.59,3.07,8.37,51.41,165527842.57,14.69,2.66,0.57,22941873388.88,"Petróleo, Gás e Biocombustíveis"
VBBR3,25.16,7.33,16.41,1.42,0.49,4.67,2.26,1.0,7.3,11.91,4.61,0.9,0.16,2.38,-0.82,2.09,8.67,3.01,6.21,0.35,0.65,3.0,12.65,-3.63,293322654.48,17.69,1.53,-0.21,30155858439.96,"Petróleo, Gás e Biocombustíveis"
BRST3,3.24,1.2,12.24,0.91,0.35,42.4,14.96,8.46,6.92,11.95,5.03,0.66,1.04,3.5,-0.49,1.54,7.44,2.86,5.71,0.38,0.62,0.34,41.71,35.66,793226.48,3.56,0.26,-1.03,1419144419.88,Comunicações
DESK3,16.69,0.22,26.45,1.38,0.52,61.1,30.18,6.12,5.37,8.49,3.13,0.8,1.62,14.36,-0.63,1.26,5.22,1.96,11.49,0.38,0.62,0.32,,,14685298.81,12.09,0.63,-1.22,1935468667.92,Comunicações
ELMD3,31.0,0.64,39.74,4.53,1.39,49.42,24.62,8.95,14.44,17.04,2.6,0.82,3.55,10.24,-2.04,1.76,11.4,3.51,9.18,0.31,0.63,0.39,32.0,51.88,704100.0,6.85,0.78,8.29,4455057771.0,Comunicações
FIQE3,5.68,5.41,10.47,1.62,0.87,51.52,26.58,17.41,6.86,7.64,0.78,0.18,1.82,9.85,-1.15,1.57,15.46,8.31,9.98,0.54,0.46,0.48,44.39,39.94,2738518.05,3.51,0.54,-0.38,2056441779.12,Comunicações
OIBR3,0.19,,-0.03,0.0,0.0,-830.11,-402.1,-808.94,-0.07,-11.03,-10.96,,0.28,-0.02,0.0,0.59,-11.89,-9.84,21.85,-0.83,1.83,0.01,-30.86,,4573308.71,-46.94,-5.58,0.0,66003855.98,Comunicações
OIBR4,2.27,,-0.41,-0.05,0.04,-830.11,-402.1,-808.94,-0.82,-11.03,-10.96,,3.29,-0.24,-0.05,0.59,-11.89,-9.84,21.85,-0.83,1.83,0.01,-30.86,,264957.62,-46.94,-5.58,0.0,66003855.98,Comunicações
TELB3,10.8,,19.61,0.72,0.26,-38.99,26.31,12.16,9.06,-2.72,-11.39,-0.91,2.38,0.62,-0.53,5.55,3.68,1.33,7.92,0.36,0.64,0.11,15.19,,11488.67,14.98,0.55,-0.16,1053377200.89,Comunicações
TELB4,8.19,,14.87,0.55,0.2,-38.99,26.31,12.16,6.87,-2.72,-11.39,-0.91,1.81,0.47,-0.4,5.55,3.68,1.33,7.92,0.36,0.64,0.11,15.19,,23998.71,14.98,0.55,-0.12,1053377200.89,Comunicações
TIMS3,22.76,8.16,31.42,4.31,0.96,53.44,23.13,6.66,9.05,7.96,-1.09,-0.52,2.09,202.56,-1.27,1.02,13.71,3.04,27.45,0.22,0.63,0.46,7.93,-13.5,143076150.19,5.28,0.72,-2.84,55097508098.48,Comunicações
VIVT3,32.66,4.78,17.41,1.54,0.85,44.27,16.1,10.34,11.18,12.37,1.2,0.16,1.8,285.29,-1.06,1.02,8.85,4.89,8.76,0.55,0.45,0.47,4.76,3.9,109222423.95,21.21,1.88,1.4,105379012674.52,Comunicações
VIVT4,45.34,,24.16,2.14,1.18,44.27,16.1,10.34,15.52,12.37,1.2,0.16,2.5,396.06,-1.47,1.02,8.85,4.89,8.76,0.55,0.45,0.47,4.76,3.9,,21.21,1.88,1.95,105379012674.52,Comunicações
