TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,LIQUIDEZ MEDIA DIARIA,VPA,LPA,PEG RATIO,VALOR DE MERCADO,SETOR
TEND3,23.78,1.72,6.9,2.38,0.47,29.44,11.41,10.99,6.65,7.35,0.7,0.25,0.76,1.65,-1.19,1.89,34.41,6.82,16.01,0.2,0.8,0.62,10.99,9.89,62550142.33,10.01,3.45,0.03,2914908454.56,Consumo Cíclico
TOKY3,1.05,,-1.72,576.65,80.74,47.73,-15.72,-23.86,-2.61,-2.62,-0.01,2.44,0.41,-3786.07,-120.89,0.94,-33566.97,-4700.0,-8235.54,0.14,0.98,197.0,14.79,,806748.14,0.0,-0.61,-0.13,155539405.35,Consumo Cíclico
TRIS3,6.71,12.78,7.63,1.03,0.47,30.38,16.17,15.71,7.42,9.54,2.12,0.29,1.2,0.82,-3.35,2.96,13.44,6.1,6.72,0.45,0.54,0.39,11.01,8.77,3309682.05,6.54,0.88,0.16,1627963679.98,Consumo Cíclico
TXRX3,9.98,,-0.73,-0.11,0.24,19.88,-8.84,-51.35,-4.26,-36.09,-34.19,,0.38,-0.23,-0.41,0.28,-15.03,-33.3,23.19,-2.21,3.21,0.65,2.3,,998.0,-90.5,-13.61,0.0,18937102.4,Consumo Cíclico
TXRX4,1.57,,-0.12,-0.02,0.04,19.88,-8.84,-51.35,-0.67,-36.09,-34.19,,0.06,-0.04,-0.06,0.28,-15.03,-33.3,23.19,-2.21,3.21,0.65,2.3,,1444.4,-90.5,-13.61,0.0,18937102.4,Consumo Cíclico
VIVA3,34.52,1.91,11.0,2.78,1.74,71.93,27.68,25.78,10.24,10.64,0.4,0.11,2.84,3.34,-4.88,5.17,25.25,15.78,21.2,0.62,0.38,0.61,28.01,23.51,67842282.05,12.43,3.14,0.23,8153546985.88,Consumo Cíclico
VIVR3,0.66,,-1.4,0.39,0.14,26.78,-34.75,-40.92,-1.64,-2.03,-0.39,0.09,0.57,1.67,-0.24,1.23,-27.93,-9.73,-19.4,0.35,0.63,0.24,,,34665.86,1.69,-0.47,0.02,32184283.56,Consumo Cíclico
VSTE3,4.11,,23.21,0.45,0.28,63.54,6.62,1.68,5.89,9.75,3.85,0.29,0.39,3.16,-0.41,1.39,1.92,1.2,5.7,0.63,0.37,0.71,3.1,,139780.9,9.23,0.18,-0.02,469912094.73,Consumo Cíclico
VTRU3,14.07,0.17,-6.99,2.07,1.68,22.04,-7.31,-14.81,-14.16,-10.48,3.68,-0.54,1.04,3.99,-3.67,4.48,-29.57,-24.02,-29.52,0.81,0.19,1.62,,,6502062.52,6.81,-2.01,,533056821.99,Consumo Cíclico
VULC3,20.37,23.59,4.77,2.24,1.33,41.07,21.09,34.01,7.7,8.3,0.6,0.18,1.62,3.27,-3.84,2.65,46.97,27.87,11.49,0.59,0.41,0.82,17.52,52.39,20996349.19,9.08,4.27,0.04,5612673290.28,Consumo Cíclico
WEST3,5.78,,-5.6,0.29,0.21,39.02,-19.88,-7.82,-2.2,1.04,3.25,-0.43,0.44,0.54,-0.53,2.97,-5.19,-3.82,-12.97,0.74,0.26,0.49,5.08,,31820.24,19.87,-1.03,0.08,64212031.44,Consumo Cíclico
WHRL3,4.26,11.63,9.12,2.99,0.64,18.11,9.85,5.45,5.04,5.06,-0.11,-0.07,0.5,-22.34,-1.97,0.96,32.74,7.0,25.21,0.21,0.79,1.29,10.8,-16.94,31844.1,1.43,0.47,0.37,6563057324.32,Consumo Cíclico
WHRL4,4.6,11.83,9.85,3.23,0.69,18.11,9.85,5.45,5.45,5.06,-0.11,-0.07,0.54,-24.12,-2.13,0.96,32.74,7.0,25.21,0.21,0.79,1.29,10.8,-16.94,58804.48,1.43,0.47,0.4,6563057324.32,Consumo Cíclico
