TICKER,SETOR,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS,LIQUIDEZ MEDIA DIARIA,VPA,LPA,PEG RATIO,VALOR DE MERCADO
TECN,Consumo Cíclico,6.36,3.75,6.2,0.96,0.57,54.67,16.13,15.17,5.83,6.01,0.18,0.03,0.94,1.25,-1.72,3.2,15.53,9.25,10.5,0.6,0.4,0.61,4.83,,555411.05,6.6,1.03,0.84,393405527.4
TEND,Consumo Cíclico,22.5,0.76,14.71,2.54,0.54,28.78,10.02,5.51,8.08,9.39,1.3,0.41,0.81,2.08,-1.31,1.77,17.3,3.65,14.48,0.21,0.78,0.66,10.99,-6.58,26469869.33,8.84,1.53,0.0,2758008420.0
TGMA,Bens Industriais,33.82,7.63,8.08,2.31,1.65,21.57,17.64,12.9,5.91,5.54,-0.37,-0.15,1.04,4.58,-3.48,3.2,28.62,20.47,17.26,0.72,0.28,1.59,9.18,7.33,7679306.29,14.62,4.19,0.16,2232218585.3
TIMS,Comunicações,20.38,8.09,32.89,3.53,0.87,53.3,22.08,5.83,8.68,7.71,-0.97,-0.4,1.92,-41.7,-1.13,0.92,10.73,2.64,23.9,0.25,0.61,0.45,7.93,-16.17,129781502.43,5.77,0.62,-1.43,49335993631.24
TKNO,Materiais Básicos,89.99000000000001,6.44,5.525,0.8200000000000001,0.6499999999999999,26.46,17.21,16.12,5.175,3.88,-1.34,-0.21,0.89,1.53,-1.595,3.45,14.79,11.71,9.84,0.79,0.21,0.73,15.06,38.6,5050.0,110.12,16.28,0.29000000000000004,267535077.98
TOTS,Tecnologia da Informação,41.42,1.79,31.61,5.17,2.86,69.74,17.31,14.44,26.38,26.04,-0.33,-0.07,4.57,14.08,-4.31,2.52,16.37,9.04,12.2,0.55,0.41,0.63,18.01,30.22,92340928.95,8.01,1.31,13.35,24827213485.02
TPIS,Bens Industriais,4.01,5.75,8.74,0.19,0.06,35.31,1.93,1.55,7.03,59.77,52.74,1.45,0.14,-0.15,-0.07,0.13,2.21,0.74,-2.62,0.34,0.67,0.48,5.93,,23505.33,20.74,0.46,-0.13,176440000.0
TRIS,Consumo Cíclico,6.3,4.77,6.45,0.78,0.38,29.53,15.35,13.86,5.82,7.58,1.76,0.24,0.89,0.62,-2.35,3.57,12.16,5.85,6.94,0.48,0.51,0.42,11.01,5.42,2083412.71,8.04,0.98,0.15,1175690489.4
TTEN,Consumo não Cíclico,13.3,1.43,8.37,1.6,0.68,18.63,8.77,5.82,5.55,6.02,0.46,0.13,0.49,3.35,-1.95,1.45,19.11,8.07,10.31,0.42,0.58,1.39,41.95,45.71,25796995.81,8.31,1.59,0.32,6643318705.1
UCAS,Consumo Cíclico,1.4,12.97,21.91,0.5,0.24,35.73,-2.08,1.9,-19.97,-32.47,-12.49,0.31,0.42,3.2,-0.35,1.3,2.26,1.08,-3.01,0.48,0.52,0.57,8.69,-25.16,33677.81,2.82,0.06,-0.31,92520909.6
UGPA,"Petróleo, Gás e Biocombustíveis",15.84,4.42,7.8,1.16,0.47,7.16,3.51,1.66,3.69,6.26,2.57,0.81,0.13,2.82,-0.76,1.76,14.9,6.0,10.55,0.4,0.58,3.61,8.37,43.39,68239054.62,13.62,2.03,-0.59,17669633762.88
UNIP,Materiais Básicos,54.42666666666667,7.636666666666667,9.463333333333333,2.3233333333333337,0.8466666666666667,27.929999999999996,13.550000000000002,11.550000000000002,8.066666666666666,9.29,1.27,0.36999999999999994,1.0933333333333333,3.8866666666666667,-1.3933333333333333,2.24,24.570000000000004,8.94,9.15,0.36000000000000004,0.63,0.77,12.24,30.27,1955504.5533333335,23.41,5.75,0.9466666666666667,6121291009.04
USIM,Materiais Básicos,5.306666666666667,,47.32333333333333,0.2733333333333333,0.16333333333333333,7.669999999999999,3.0400000000000005,0.53,8.24,7.71,1.55,0.05000000000000001,0.25,0.47333333333333333,-0.2966666666666667,4.26,0.58,0.34,2.27,0.59,0.34,0.65,11.589999999999998,-8.0,16607725.826666666,19.29,0.11,-0.5666666666666667,4970065380.68
VALE,Materiais Básicos,54.46,8.73,7.86,1.22,0.52,35.45,25.35,14.88,4.61,5.92,1.31,0.35,1.17,29.62,-0.63,1.11,15.57,6.57,14.22,0.42,0.56,0.44,7.33,,901367147.81,44.52,6.93,-0.42,247194352806.8
VAMO,Bens Industriais,3.83,7.0,13.54,1.66,0.18,68.12,59.59,7.1,1.61,6.25,4.64,4.78,0.96,1.52,-0.25,1.86,12.29,1.36,11.69,0.11,0.89,0.19,31.14,16.62,52512681.38,2.3,0.28,-0.28,4140354616.71
VBBR,"Petróleo, Gás e Biocombustíveis",20.24,6.5,3.66,1.1,0.36,4.77,4.93,3.49,2.59,4.98,2.39,1.02,0.13,1.8,-0.62,1.94,30.13,9.95,10.05,0.33,0.66,2.85,12.65,22.87,187963161.57,18.37,5.53,0.28,22648560000.0
VITT,Materiais Básicos,4.97,6.62,10.26,1.19,0.76,32.86,10.85,9.07,8.58,11.45,2.87,0.4,0.93,1.92,-2.05,2.67,11.59,7.39,7.15,0.64,0.36,0.81,12.74,5.86,870485.48,4.18,0.48,-0.69,747060669.46
VIVA,Consumo Cíclico,25.6,2.58,8.25,2.32,1.43,70.11,27.44,27.44,8.25,8.65,0.4,0.11,2.27,3.18,-3.82,3.54,28.05,17.33,21.78,0.62,0.38,0.63,28.01,23.21,55294495.43,11.06,3.1,0.08,6046662886.4
VIVT,Comunicações,38.165,3.54,21.795,1.825,0.985,43.78,15.43,10.07,14.225,12.97,1.41,0.18,2.195,-129.605,-1.2349999999999999,0.96,8.39,4.51,7.49,0.54,0.46,0.45,4.76,2.69,145606725.24,20.87,1.75,1.79,101067296278.08
VLID,Bens Industriais,22.44,12.06,5.99,1.05,0.62,35.02,17.65,14.01,4.76,4.64,-0.12,-0.03,0.84,1.87,-1.28,2.83,17.51,10.39,14.12,0.59,0.4,0.74,1.58,41.37,4667329.43,21.39,3.74,3.8,1836408255.0
VSPT,Bens Industriais,2.5,,2.6,0.265,0.055,20.26,10.65,3.62,0.885,2.56,0.8,0.24,0.095,-0.5,-0.065,0.55,10.12,2.14,19.79,0.21,0.79,0.59,10.07,,0.0,9.5,0.96,-0.02,714038920.0
VULC,Consumo Cíclico,18.83,8.63,8.84,2.35,1.77,41.88,18.82,18.63,8.75,8.77,0.02,0.01,1.65,3.45,-5.88,3.74,26.62,20.02,22.84,0.75,0.25,1.07,17.52,32.63,8884421.33,8.01,2.13,0.51,5188347474.52
WEGE,Bens Industriais,42.39,1.92,28.42,8.36,4.52,33.62,20.06,15.64,22.16,21.85,-0.3,-0.11,4.44,17.1,-12.53,1.71,29.42,15.92,25.08,0.54,0.43,1.02,23.27,31.13,284611348.05,5.07,1.49,3.22,177924309935.22
WHRL,Consumo Cíclico,4.17,18.09,7.005,2.29,0.625,18.11,7.43,6.8,6.405,4.62,-1.8,-0.64,0.475,14.774999999999999,-2.0,1.07,32.67,8.9,17.85,0.27,0.73,1.31,10.8,-12.8,77778.64499999999,1.82,0.6,0.05,6277709960.58
WIZC,Financeiro e Outros,7.43,3.37,7.02,2.0,0.46,62.29,44.13,12.96,2.06,2.0,-0.06,-0.06,0.91,50.46,-0.62,1.04,28.54,6.62,23.88,0.23,0.53,0.51,13.02,-4.57,1946229.9,3.71,1.06,2.78,1188111105.26
WLMM,Bens Industriais,23.18,2.725,6.77,1.06,0.59,12.41,6.73,4.08,4.105,5.74,1.64,0.42,0.28,1.73,-1.45,2.36,15.69,8.74,8.24,0.56,0.44,2.14,23.58,20.16,33702.79,21.82,3.42,1.0899999999999999,841408822.0
YDUQ,Consumo Cíclico,13.18,4.33,11.31,1.16,0.37,60.89,17.03,5.94,3.95,8.79,4.85,1.43,0.67,5.65,-0.49,1.36,10.29,3.25,10.24,0.32,0.68,0.55,8.46,-13.14,37526742.38,11.32,1.17,0.11,3612491056.18
